restart_count,cpu_usage_pct,memory_usage_pct,pod_ready,last_exit_code,waiting_reason,oom_killed_count,image_pull_errors,failed_scheduling_events,readiness_probe_failures,label
7,69.6,65.3,0,3,CrashLoopBackOff,0,0,0,1,crash_loop
0,16.1,11.9,0,0,Pending,0,0,3,0,scheduling_failure
1,35.5,45.5,1,0,Unknown,0,0,0,0,healthy
3,61.7,62.6,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
3,34.4,51.0,0,2,Running,0,0,0,5,crash_loop
0,14.9,23.9,0,0,Pending,0,0,3,0,scheduling_failure
1,8.2,32.8,0,0,Running,0,0,0,0,healthy
6,72.6,70.1,0,137,Error,3,0,0,2,oom_killed
0,16.1,6.2,0,0,Pending,0,5,0,0,oom_killed
0,7.8,0.0,0,0,Unschedulable,0,0,6,1,scheduling_failure
1,0.0,18.7,0,0,ImagePullBackOff,0,3,0,1,image_pull_error
0,40.1,38.8,1,0,Running,0,0,0,0,healthy
1,40.9,42.3,1,0,Running,0,0,0,0,healthy
1,49.2,38.4,0,1,Error,0,0,0,4,probe_failure
4,57.9,56.4,0,0,CrashLoopBackOff,0,0,0,4,probe_failure
1,32.4,41.3,1,0,Running,0,0,0,1,healthy
1,15.7,61.8,1,0,Unknown,0,0,0,0,healthy
0,9.2,56.3,1,0,Unknown,0,0,0,1,healthy
12,79.2,80.5,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,9.2,59.7,1,0,Running,0,0,0,0,healthy
0,31.5,39.2,1,0,Running,0,0,0,0,healthy
2,59.6,61.3,1,0,Running,0,0,0,6,oom_killed
1,31.8,27.1,1,0,Running,0,0,0,0,healthy
8,72.8,61.6,0,1,Error,0,0,0,2,probe_failure
0,26.1,55.1,1,0,Unknown,0,0,0,0,healthy
3,51.0,29.3,0,0,CrashLoopBackOff,0,0,0,3,probe_failure
0,11.3,11.8,0,0,Pending,0,0,5,0,scheduling_failure
8,55.6,76.6,0,1,Error,0,0,0,6,healthy
14,81.9,69.5,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,15.0,15.3,0,0,Pending,0,0,3,0,scheduling_failure
0,18.5,47.4,1,0,Running,0,0,0,1,healthy
7,82.7,70.4,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
1,28.8,37.1,0,0,Running,0,0,0,0,healthy
7,73.5,84.1,0,0,Error,0,0,0,4,probe_failure
0,11.2,13.4,0,0,ContainerCreating,0,0,6,0,scheduling_failure
0,30.7,21.8,1,0,Unknown,0,0,0,1,healthy
7,81.4,79.8,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
0,10.0,30.0,0,0,Unschedulable,0,0,2,1,scheduling_failure
0,20.3,21.6,0,0,ErrImagePull,0,5,0,0,image_pull_error
1,39.2,40.9,1,0,Running,0,0,0,0,healthy
0,29.3,32.2,1,0,Unknown,0,0,0,0,healthy
0,30.0,64.0,1,0,Running,0,0,0,0,healthy
11,70.1,82.3,0,2,Error,0,0,0,3,crash_loop
7,70.8,68.0,0,1,CrashLoopBackOff,0,0,0,6,probe_failure
7,57.1,79.3,0,2,Error,0,0,0,0,probe_failure
0,27.6,47.4,1,0,Running,0,0,0,0,healthy
0,38.1,46.5,1,0,Unknown,0,0,0,1,healthy
0,14.6,45.3,1,0,Running,0,0,0,0,healthy
2,43.1,61.7,0,1,Error,0,0,0,4,probe_failure
5,89.5,45.9,1,2,CrashLoopBackOff,0,0,0,4,crash_loop
2,48.9,55.4,1,1,CrashLoopBackOff,0,0,0,3,probe_failure
1,10.7,43.9,1,0,Unknown,0,0,0,0,healthy
6,67.0,83.6,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,18.8,37.5,1,0,Unknown,0,0,0,0,healthy
10,78.1,73.6,0,1,Error,0,0,0,2,probe_failure
0,55.8,29.7,1,0,Running,0,0,0,1,healthy
9,71.4,62.8,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
1,26.4,41.4,1,0,Running,0,0,0,1,healthy
7,70.9,79.5,0,1,CrashLoopBackOff,0,0,0,2,probe_failure
2,56.5,50.3,0,1,Error,0,0,0,5,probe_failure
10,76.2,68.3,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
12,78.1,61.4,0,2,Error,0,0,0,2,probe_failure
0,11.4,17.3,1,0,Unschedulable,0,0,3,0,scheduling_failure
6,74.9,77.9,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
3,50.8,66.2,0,1,Error,0,0,0,5,probe_failure
8,73.3,73.6,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
7,68.5,66.1,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,23.9,31.2,1,0,Running,0,0,0,0,healthy
11,78.8,63.9,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,28.2,54.0,1,0,Running,0,0,0,0,healthy
0,13.4,23.3,0,0,ErrImagePull,0,12,0,1,oom_killed
5,79.2,73.4,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
1,17.7,51.0,1,0,Running,0,0,0,0,healthy
4,52.2,59.2,0,3,Error,0,0,0,6,crash_loop
0,12.2,11.3,0,0,Unschedulable,0,0,5,0,scheduling_failure
1,7.1,25.5,0,0,ImagePullBackOff,0,9,0,0,image_pull_error
5,65.4,100.0,0,137,OOMKilled,2,0,0,5,oom_killed
3,49.5,82.0,0,131,OOMKilled,4,0,0,2,oom_killed
2,15.2,46.1,1,0,Unknown,0,0,0,0,healthy
1,6.2,30.0,0,0,ContainerCreating,0,0,4,0,scheduling_failure
7,81.2,99.2,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
6,80.8,67.7,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
2,6.9,59.9,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
5,50.0,81.1,0,146,OOMKilled,2,0,0,2,oom_killed
1,18.6,29.1,1,0,Running,0,0,0,1,healthy
10,66.5,80.3,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,8.5,50.8,1,0,Running,0,0,0,1,healthy
0,6.6,8.9,0,0,Unschedulable,0,0,5,0,scheduling_failure
4,70.3,66.5,0,2,CrashLoopBackOff,0,0,0,5,crash_loop
1,23.5,37.8,1,0,Running,0,0,0,1,healthy
7,38.1,85.9,0,140,OOMKilled,2,0,0,2,oom_killed
0,4.3,15.8,0,0,ErrImagePull,0,3,0,1,image_pull_error
13,90.6,66.9,0,1,Error,0,0,0,8,probe_failure
3,54.5,91.9,0,137,CrashLoopBackOff,2,0,0,3,oom_killed
0,11.2,26.5,0,0,ImagePullBackOff,0,7,0,0,image_pull_error
2,44.8,68.7,0,0,CrashLoopBackOff,0,0,0,6,probe_failure
1,34.8,34.2,1,0,Unknown,0,0,0,0,healthy
5,85.5,68.4,0,0,Error,0,0,0,5,crash_loop
0,14.0,18.6,0,0,Unschedulable,0,0,5,1,scheduling_failure
8,79.8,58.6,0,1,Error,0,0,0,3,probe_failure
1,26.8,35.0,1,0,Running,0,0,0,0,healthy
0,16.5,38.6,1,0,Running,0,0,0,0,healthy
9,72.1,78.9,0,1,Error,0,0,0,3,probe_failure
4,44.9,52.1,0,1,CrashLoopBackOff,0,0,0,2,probe_failure
1,51.3,64.7,0,1,CrashLoopBackOff,0,0,0,1,probe_failure
2,19.2,39.5,1,0,Running,0,0,0,1,healthy
9,75.1,70.7,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
1,20.4,34.2,1,0,Unknown,0,0,0,1,crash_loop
0,21.2,56.1,1,0,Running,0,0,0,0,healthy
6,76.7,47.2,0,0,Error,0,0,0,4,crash_loop
0,57.1,52.8,0,0,Unknown,0,0,0,0,healthy
3,40.9,49.3,1,1,Running,0,0,0,7,probe_failure
3,49.3,100.0,1,132,CrashLoopBackOff,1,0,0,2,oom_killed
0,13.7,33.6,1,0,Running,0,0,0,0,healthy
5,67.7,68.0,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
1,20.5,33.3,1,0,Running,0,0,0,0,healthy
0,37.9,41.1,1,0,Unknown,0,0,0,0,image_pull_error
1,42.3,52.2,1,0,Running,0,0,0,0,healthy
0,12.5,8.0,0,0,Unschedulable,0,0,4,0,scheduling_failure
1,58.6,54.1,0,3,Running,0,0,0,1,crash_loop
1,24.9,32.3,1,0,Running,0,0,0,0,healthy
0,16.1,26.6,1,0,Running,0,0,0,0,healthy
9,67.0,65.1,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
1,7.1,33.9,1,0,Running,0,0,0,0,healthy
0,11.8,48.8,1,0,Unknown,0,0,0,0,healthy
1,24.9,44.7,1,0,Running,0,0,0,0,healthy
1,67.0,94.1,0,140,OOMKilled,2,0,0,1,oom_killed
0,34.0,52.2,1,0,Running,0,0,0,0,healthy
0,25.4,42.6,1,0,Running,0,0,0,0,healthy
7,73.8,70.8,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,34.2,70.3,0,1,CrashLoopBackOff,0,0,0,2,crash_loop
3,32.8,95.9,0,0,CrashLoopBackOff,0,0,0,2,probe_failure
0,35.1,39.6,1,0,Running,0,0,0,0,healthy
3,43.8,63.6,1,1,CrashLoopBackOff,0,0,0,0,probe_failure
9,74.6,68.1,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
1,25.7,41.7,1,0,Unknown,0,0,0,0,healthy
5,55.1,71.6,1,141,CrashLoopBackOff,2,0,0,3,oom_killed
1,41.6,24.5,1,0,Running,0,0,0,0,healthy
2,29.7,50.7,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
1,38.5,33.0,1,0,Running,0,0,0,0,healthy
5,62.8,58.3,0,0,Running,0,0,0,2,crash_loop
0,49.6,80.1,0,140,OOMKilled,1,0,0,2,oom_killed
7,77.1,64.2,0,0,Error,0,0,0,5,probe_failure
0,7.5,24.9,0,0,Unschedulable,0,0,9,0,scheduling_failure
0,9.8,15.5,0,0,ImagePullBackOff,0,7,0,0,image_pull_error
0,0.0,38.0,1,0,Running,0,0,0,0,healthy
1,20.2,49.0,1,0,Unknown,0,0,0,0,healthy
1,57.8,81.5,0,138,Error,3,0,0,2,oom_killed
1,2.8,22.2,0,0,ContainerCreating,0,0,5,1,scheduling_failure
8,75.4,72.9,0,2,CrashLoopBackOff,0,0,0,5,probe_failure
0,11.1,20.6,0,0,Pending,0,4,0,1,image_pull_error
1,11.8,11.2,0,0,Pending,0,0,11,0,scheduling_failure
1,37.1,46.8,0,0,CrashLoopBackOff,0,0,0,7,probe_failure
0,0.0,42.0,1,0,Unknown,0,0,0,0,healthy
1,25.5,22.8,1,0,Running,0,0,0,1,healthy
5,58.4,91.8,0,88,Error,2,0,0,2,oom_killed
0,18.6,20.1,1,0,Running,0,0,0,0,healthy
0,31.7,34.7,1,0,Running,0,0,0,0,healthy
7,45.9,68.9,0,0,Running,0,0,0,5,crash_loop
1,16.8,46.8,1,0,Unknown,0,0,0,0,healthy
0,1.9,38.1,1,0,Unknown,0,0,0,1,healthy
0,30.4,20.7,0,0,Running,0,0,0,0,healthy
10,66.9,73.9,0,1,Error,0,0,0,4,probe_failure
4,51.6,73.1,0,137,CrashLoopBackOff,3,0,0,2,oom_killed
0,10.0,17.6,0,0,ErrImagePull,0,5,0,0,image_pull_error
9,79.4,85.7,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
7,65.6,73.2,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
1,49.9,91.8,0,88,OOMKilled,2,0,0,2,oom_killed
1,17.0,29.7,1,0,Running,0,0,0,0,healthy
5,50.6,94.6,0,139,Error,2,0,0,4,crash_loop
17,52.7,62.2,0,0,Running,0,0,0,2,crash_loop
11,77.5,64.0,0,2,Running,0,0,0,5,crash_loop
9,71.8,80.3,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
6,68.3,93.4,0,1,CrashLoopBackOff,0,0,0,2,probe_failure
2,2.8,63.0,1,1,CrashLoopBackOff,0,0,0,0,probe_failure
0,10.1,14.0,0,0,ErrImagePull,0,5,0,1,image_pull_error
10,63.4,73.1,0,1,CrashLoopBackOff,0,0,0,2,probe_failure
0,21.0,44.8,1,0,Running,0,0,0,0,healthy
2,59.0,45.1,0,0,Error,0,0,0,8,probe_failure
0,33.6,19.8,1,0,Running,0,0,0,0,healthy
1,19.1,34.2,1,0,Running,0,0,0,0,healthy
0,2.8,21.8,0,0,Pending,0,0,10,1,scheduling_failure
8,70.8,84.0,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
3,67.0,45.6,1,2,CrashLoopBackOff,0,0,0,8,crash_loop
9,85.4,76.5,0,0,CrashLoopBackOff,0,0,0,2,crash_loop
6,70.4,75.7,0,1,CrashLoopBackOff,0,0,0,2,probe_failure
0,0.0,36.9,1,0,Running,0,0,0,0,healthy
0,0.0,19.4,0,1,Pending,0,6,0,0,image_pull_error
0,15.0,41.2,1,0,Running,0,0,0,0,healthy
0,34.3,54.9,1,0,Running,0,0,0,0,healthy
0,8.2,10.9,0,0,Pending,0,0,7,0,scheduling_failure
0,22.0,61.9,1,0,Running,0,0,0,0,healthy
4,69.4,88.9,0,135,Error,3,0,0,2,oom_killed
0,12.1,66.1,1,0,Running,0,0,0,0,healthy
12,70.4,63.1,0,1,CrashLoopBackOff,0,0,0,0,crash_loop
2,67.1,74.3,0,135,Error,2,0,0,2,oom_killed
8,63.8,75.5,0,1,Error,0,0,0,3,probe_failure
0,17.0,50.2,1,0,Running,0,0,0,1,healthy
2,33.9,60.1,0,1,Error,0,0,0,5,probe_failure
1,60.6,72.0,0,0,Error,0,0,0,8,crash_loop
1,38.3,41.4,1,0,Unknown,0,0,0,0,healthy
0,21.6,60.7,1,0,Unknown,0,0,0,0,healthy
0,1.4,22.7,0,0,Pending,0,0,6,1,scheduling_failure
2,40.1,71.4,0,0,CrashLoopBackOff,0,0,0,7,probe_failure
0,5.5,14.5,0,0,Unschedulable,0,0,5,0,scheduling_failure
1,27.4,38.6,1,0,Unknown,0,0,0,0,healthy
6,72.2,67.2,0,1,Error,0,0,0,3,probe_failure
12,18.8,61.1,0,2,CrashLoopBackOff,0,0,0,2,crash_loop
0,15.1,46.4,1,0,Running,0,0,0,0,healthy
1,27.8,26.7,1,0,Running,0,0,0,0,crash_loop
7,75.4,94.1,0,135,Error,2,0,0,3,oom_killed
5,47.2,68.5,0,2,Error,0,0,0,1,crash_loop
0,4.3,26.2,1,0,Running,0,0,0,0,healthy
0,70.8,54.9,0,0,Error,0,0,0,0,crash_loop
1,78.9,50.5,0,0,Error,0,0,0,2,crash_loop
9,53.8,54.9,0,0,CrashLoopBackOff,0,0,0,6,crash_loop
0,42.6,25.2,1,0,Running,0,0,0,0,healthy
0,48.8,31.0,0,0,Running,0,0,0,0,healthy
5,76.5,55.4,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,5.7,49.6,1,0,Running,0,0,0,0,healthy
8,65.6,72.5,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
2,35.7,57.8,1,0,Error,0,0,0,7,probe_failure
8,85.6,63.8,0,1,Error,0,0,0,4,probe_failure
3,15.4,91.8,0,138,CrashLoopBackOff,4,0,0,2,oom_killed
1,22.3,37.4,0,0,Running,0,0,0,0,healthy
0,23.2,28.2,1,0,Running,0,0,0,1,healthy
1,14.6,36.6,1,0,Running,0,0,0,0,healthy
0,6.2,9.2,0,0,ContainerCreating,0,0,8,0,scheduling_failure
1,43.5,38.9,1,0,Running,0,0,0,0,healthy
7,83.5,64.2,0,1,Error,0,0,0,4,probe_failure
1,6.6,19.9,0,0,ImagePullBackOff,0,2,0,0,image_pull_error
0,16.7,10.4,0,0,Unschedulable,0,0,10,1,scheduling_failure
15,65.9,84.5,0,1,Running,0,0,0,3,crash_loop
6,76.2,79.3,0,1,Error,0,0,0,3,probe_failure
3,47.2,38.8,0,1,CrashLoopBackOff,0,0,0,1,probe_failure
0,36.4,41.7,1,0,Running,0,0,0,0,crash_loop
8,81.5,60.5,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
6,45.8,92.2,0,137,Error,3,0,0,3,oom_killed
1,43.8,94.1,1,134,OOMKilled,4,0,0,2,oom_killed
1,28.6,15.0,0,0,Pending,0,5,0,0,image_pull_error
8,78.2,95.5,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
1,21.9,39.8,1,0,Unknown,0,0,0,0,healthy
5,46.6,72.3,0,137,CrashLoopBackOff,0,0,0,2,oom_killed
6,53.0,71.2,0,2,Error,0,0,0,5,crash_loop
0,12.6,28.4,1,0,Running,0,0,0,0,healthy
0,0.7,37.8,1,0,Running,0,0,0,0,healthy
9,73.0,60.8,0,1,Error,0,0,0,4,probe_failure
0,28.9,56.7,1,0,Unknown,0,0,0,1,healthy
0,11.1,13.8,0,0,Unschedulable,0,0,6,1,scheduling_failure
3,31.9,60.1,0,0,Running,0,0,0,7,probe_failure
1,42.5,94.0,0,133,Error,3,0,0,2,oom_killed
7,85.4,68.7,0,1,Error,0,0,0,4,probe_failure
5,65.7,79.3,0,0,Error,0,0,0,4,probe_failure
4,36.7,100.0,0,137,Error,2,0,0,0,oom_killed
2,64.2,64.4,0,0,Running,0,0,0,9,probe_failure
0,17.5,23.9,0,0,ImagePullBackOff,0,7,0,0,image_pull_error
1,5.8,8.5,0,0,Pending,0,0,7,0,scheduling_failure
6,74.9,54.3,0,2,Running,0,0,0,4,crash_loop
0,26.6,46.8,1,0,Running,0,0,0,0,healthy
0,10.5,10.4,0,0,ImagePullBackOff,0,4,0,0,image_pull_error
1,18.6,17.3,0,0,ContainerCreating,0,0,8,1,oom_killed
6,63.6,93.6,0,1,Running,0,0,0,4,crash_loop
1,25.7,24.4,1,0,Running,0,0,0,0,healthy
12,66.1,68.1,0,2,Running,0,0,0,6,crash_loop
9,62.4,77.9,0,1,Error,0,0,0,4,probe_failure
0,19.6,56.4,1,0,Running,0,0,0,0,healthy
0,2.1,17.8,0,0,ErrImagePull,0,7,0,0,image_pull_error
1,25.3,45.0,1,0,Running,0,0,0,0,healthy
0,3.8,14.5,0,0,Unschedulable,0,0,6,0,scheduling_failure
0,21.7,24.7,1,0,Running,0,0,0,0,healthy
1,33.7,57.9,1,0,Running,0,0,0,0,healthy
0,43.6,12.1,1,0,Running,0,0,0,0,healthy
0,36.4,52.9,1,0,Unknown,0,0,0,0,healthy
0,42.2,43.4,1,0,Running,0,0,0,1,healthy
9,80.0,71.9,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
3,46.4,67.3,0,0,Running,0,0,0,0,crash_loop
3,46.1,53.6,0,0,Error,0,0,0,10,probe_failure
1,53.1,56.7,0,0,CrashLoopBackOff,0,0,0,6,probe_failure
1,57.1,33.2,1,0,Unknown,0,0,0,0,healthy
0,7.9,18.1,0,0,ErrImagePull,0,2,0,0,image_pull_error
0,7.3,15.5,0,0,ImagePullBackOff,0,3,0,0,image_pull_error
6,69.6,65.4,0,1,Error,0,0,0,7,probe_failure
7,76.2,79.9,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
2,26.5,80.5,0,139,OOMKilled,1,0,0,3,oom_killed
0,39.8,77.3,0,0,Running,0,0,0,0,crash_loop
0,0.4,20.2,0,1,Pending,0,4,0,0,image_pull_error
8,83.2,69.8,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
4,83.3,84.8,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
8,78.3,75.9,1,1,Error,0,0,0,7,probe_failure
2,71.8,85.6,1,139,CrashLoopBackOff,5,0,0,2,oom_killed
9,72.6,67.4,0,0,Running,0,0,0,6,crash_loop
8,77.4,65.9,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
1,19.7,24.4,1,0,Running,0,0,0,0,healthy
0,14.6,65.3,1,0,Running,0,0,0,1,healthy
0,5.3,17.2,0,0,Unschedulable,0,0,6,0,scheduling_failure
0,13.1,51.3,1,0,Running,0,0,0,0,healthy
1,14.5,55.6,1,0,Running,0,0,0,1,healthy
2,44.0,79.0,0,1,CrashLoopBackOff,0,0,0,2,probe_failure
0,9.4,48.1,1,0,Unknown,0,0,0,0,healthy
0,24.8,47.0,1,0,Running,0,0,0,0,healthy
2,54.9,57.6,0,0,Error,0,0,0,9,probe_failure
7,62.0,66.4,0,0,CrashLoopBackOff,0,0,0,11,crash_loop
1,40.3,25.1,1,0,Running,0,0,0,1,healthy
9,71.2,69.6,0,1,CrashLoopBackOff,0,0,0,6,probe_failure
0,9.4,38.6,1,0,Unknown,0,0,0,0,healthy
0,45.4,37.9,1,0,Running,0,0,0,1,healthy
0,6.3,17.7,0,0,Pending,0,0,9,0,scheduling_failure
1,24.6,43.3,1,0,Running,0,0,0,0,healthy
7,87.9,69.3,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
0,27.3,9.0,0,0,Unschedulable,0,0,6,0,scheduling_failure
0,11.5,28.2,1,0,Running,0,0,0,1,healthy
0,35.3,45.0,1,0,Unknown,0,0,0,0,healthy
7,83.8,72.3,0,1,Error,0,0,0,3,probe_failure
5,48.7,49.9,0,0,Running,0,0,0,1,crash_loop
0,6.9,10.6,0,1,ImagePullBackOff,0,4,0,1,image_pull_error
9,58.5,48.1,0,3,CrashLoopBackOff,0,0,0,1,crash_loop
8,50.2,44.8,1,0,Error,0,0,0,0,crash_loop
0,12.8,21.3,0,0,Pending,0,0,4,1,scheduling_failure
1,23.4,59.2,0,1,Error,0,0,0,5,probe_failure
0,6.7,22.3,0,0,ImagePullBackOff,0,5,0,0,scheduling_failure
11,75.8,66.2,1,1,Error,0,0,0,3,crash_loop
8,76.2,74.1,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
10,57.6,60.9,0,1,Running,0,0,0,9,crash_loop
0,4.2,47.1,1,0,Unknown,0,0,0,0,healthy
1,0.0,48.3,1,0,Running,0,0,0,0,healthy
7,84.6,82.5,0,1,Error,0,0,0,3,probe_failure
7,85.9,59.2,0,0,Error,0,0,0,4,crash_loop
1,58.1,69.7,1,0,Running,0,0,0,5,probe_failure
9,66.5,63.9,0,2,Error,0,0,0,6,crash_loop
11,70.1,55.8,0,1,Error,0,0,0,0,crash_loop
4,66.4,49.4,0,0,Error,0,0,0,6,crash_loop
12,86.1,53.3,0,0,Running,0,0,0,4,crash_loop
10,86.3,41.7,0,2,Running,0,0,0,2,crash_loop
0,3.9,28.9,1,0,Unknown,0,0,0,1,healthy
1,4.9,53.1,1,0,Unknown,0,0,0,0,healthy
11,71.7,72.2,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
2,39.8,40.0,0,0,Running,0,0,0,7,probe_failure
6,83.8,56.1,0,1,Error,0,0,0,5,probe_failure
0,13.1,12.5,0,0,Unschedulable,0,0,10,0,scheduling_failure
6,83.0,73.1,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
8,67.0,72.8,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
6,84.3,60.2,1,3,Error,0,0,0,5,crash_loop
5,0.0,62.7,1,1,Error,0,0,0,3,crash_loop
3,51.8,72.3,0,141,CrashLoopBackOff,3,0,0,2,oom_killed
1,59.2,38.1,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
13,37.9,42.4,0,0,Error,0,0,0,4,crash_loop
0,10.4,35.7,1,0,Running,0,0,0,1,healthy
7,62.8,81.3,0,2,Error,0,0,0,4,probe_failure
1,13.1,53.5,1,0,Running,0,0,0,0,healthy
1,10.2,40.2,1,0,Running,0,0,0,0,healthy
0,2.9,7.6,0,0,Unschedulable,0,0,2,1,scheduling_failure
8,86.7,77.0,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
9,75.7,74.5,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,3.1,35.7,1,0,Unknown,0,0,0,0,healthy
2,35.3,43.9,0,1,Running,0,0,0,6,probe_failure
0,35.7,42.3,1,0,Unknown,0,0,0,0,healthy
1,30.3,43.6,1,0,Unknown,0,0,0,0,healthy
2,57.6,54.9,0,1,Error,0,0,0,0,probe_failure
0,68.3,71.0,0,1,Error,0,0,0,0,crash_loop
9,67.6,62.6,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
10,59.4,64.4,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,0.0,26.2,1,0,Running,0,0,0,0,healthy
1,14.4,22.4,1,0,Unknown,0,0,0,0,healthy
1,75.6,100.0,0,1,Error,0,0,0,3,crash_loop
0,16.0,35.3,1,0,Unknown,0,0,0,0,healthy
0,31.5,33.4,1,0,Unknown,0,0,0,0,healthy
8,76.5,79.2,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
0,19.9,57.1,1,0,Running,0,0,0,0,healthy
0,24.4,19.4,1,0,Running,0,0,0,0,healthy
9,53.3,77.5,1,0,CrashLoopBackOff,0,0,0,5,crash_loop
6,15.9,82.0,0,143,OOMKilled,1,0,0,1,oom_killed
0,23.4,23.7,0,0,Pending,0,4,0,0,image_pull_error
10,100.0,36.4,0,1,Running,0,0,0,2,crash_loop
4,73.5,84.7,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
8,39.9,77.4,0,3,Error,0,0,0,10,crash_loop
4,51.5,98.1,0,137,OOMKilled,3,0,0,2,oom_killed
8,33.8,49.1,0,1,Running,0,0,0,4,crash_loop
0,20.2,61.5,1,0,Unknown,0,0,0,0,healthy
5,41.7,78.1,1,134,CrashLoopBackOff,4,0,0,1,oom_killed
3,43.4,84.0,0,134,CrashLoopBackOff,1,0,0,1,oom_killed
8,82.3,100.0,0,3,Running,0,0,0,0,crash_loop
1,15.9,15.4,0,1,Pending,0,5,0,0,image_pull_error
1,29.2,48.3,1,0,Running,0,0,0,1,healthy
0,15.3,40.1,1,0,Running,0,0,0,0,healthy
1,47.8,67.6,0,0,CrashLoopBackOff,0,0,0,6,probe_failure
0,12.5,24.6,1,0,Running,0,0,0,0,healthy
0,26.4,40.1,1,0,Running,0,0,0,1,healthy
0,21.9,27.9,1,0,Running,0,0,0,0,healthy
9,69.0,84.8,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
9,85.2,78.1,0,1,Error,0,0,0,3,probe_failure
5,48.6,49.3,0,1,Error,0,0,0,4,probe_failure
4,77.1,67.2,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
8,65.5,70.6,0,2,CrashLoopBackOff,0,0,0,5,probe_failure
1,11.7,3.0,0,0,ContainerCreating,0,0,5,0,scheduling_failure
0,4.6,31.1,0,0,Unschedulable,0,0,7,1,scheduling_failure
2,39.3,62.1,0,0,CrashLoopBackOff,0,0,0,8,probe_failure
2,50.5,55.6,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
0,22.9,37.4,1,0,Unknown,0,0,0,0,healthy
0,15.3,21.3,0,0,Pending,0,4,0,0,image_pull_error
6,82.1,79.8,0,1,Error,0,0,0,3,probe_failure
3,92.2,74.6,0,1,Error,0,0,0,3,crash_loop
9,77.4,70.2,0,1,Error,0,0,0,4,probe_failure
0,4.9,46.8,1,0,Unknown,0,0,0,1,healthy
1,9.8,31.3,0,0,Unschedulable,0,0,9,1,scheduling_failure
0,4.9,13.8,0,0,ContainerCreating,0,0,4,0,scheduling_failure
2,41.7,49.4,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
1,23.5,39.0,1,0,Unknown,0,0,0,0,healthy
0,25.3,63.3,1,0,Running,0,0,0,0,healthy
0,49.6,87.5,0,138,OOMKilled,4,0,0,1,oom_killed
2,31.7,64.9,0,0,Error,0,0,0,4,probe_failure
11,72.3,62.2,0,0,CrashLoopBackOff,0,0,0,0,crash_loop
0,16.5,11.6,0,0,ContainerCreating,0,0,4,0,scheduling_failure
1,37.7,88.0,0,93,CrashLoopBackOff,2,0,0,0,oom_killed
3,55.4,64.6,0,0,Running,0,0,0,4,probe_failure
0,12.0,4.6,0,0,ContainerCreating,0,0,4,1,scheduling_failure
3,49.4,71.7,0,2,Running,0,0,0,10,probe_failure
